Rank Number,Protein Name,C1,C2,C3,c,MAX,SUM
144,>sp|P09938|RIR2_YEAST Ribonucleoside-diphosphate reductase small chain 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RNR2 PE=1 SV=2,19,15,14,0,19,48
145,>sp|P23201|SPA2_YEAST Protein SPA2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SPA2 PE=1 SV=1,14,12,19,0,19,45
146,>sp|P53303|ZPR1_YEAST Zinc finger protein ZPR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ZPR1 PE=1 SV=1,19,18,8,0,19,45
147,>sp|P37012|PGM2_YEAST Phosphoglucomutase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PGM2 PE=1 SV=1,15,19,10,0,19,44
148,>sp|P38720|6PGD1_YEAST 6-phosphogluconate dehydrogenase- decarboxylating 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GND1 PE=1 SV=1,19,14,10,0,19,43
149,>sp|Q12118|SGT2_YEAST Small glutamine-rich tetratricopeptide repeat-containing protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SGT2 PE=1 SV=1,10,19,14,0,19,43
150,>sp|P32599|FIMB_YEAST Fimbrin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SAC6 PE=1 SV=1,14,19,5,0,19,38
151,>sp|P15703|BGL2_YEAST Glucan 1-3-beta-glucosidase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BGL2 PE=1 SV=1,19,7,5,0,19,31
152,>sp|P36008|EF1G2_YEAST Elongation factor 1-gamma 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TEF4 PE=1 SV=1,NaN,19,12,0,19,31
153,>sp|P46672|ARC1_YEAST tRNA-aminoacylation cofactor ARC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARC1 PE=1 SV=2,NaN,19,12,0,19,31
154,>sp|P38972|PUR4_YEAST Phosphoribosylformylglycinamidine synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ADE6 PE=1 SV=2,19,11,NaN,0,19,30
155,>sp|P11484|SSB1_YEAST Ribosome-associated molecular chaperone SSB1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SSB1 PE=1 SV=3,NaN,19,10,0,19,29
156,>sp|Q02455|MLP1_YEAST Protein MLP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MLP1 PE=1 SV=2,1,19,NaN,0,19,20
157,>sp|P40825|SYA_YEAST Alanine--tRNA ligase- mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ALA1 PE=1 SV=3,NaN,19,NaN,0,19,19
158,>tr|A6ZU76|A6ZU76_YEAS7 Acyl-RNA-complex subunit OS=Saccharomyces cerevisiae (strain YJM789) GN=ARC1 PE=4 SV=1,19,NaN,NaN,0,19,19
159,>tr|B5VQK3|B5VQK3_YEAS6 YNL209Wp-like protein (Fragment) OS=Saccharomyces cerevisiae (strain AWRI1631) GN=AWRI1631_141230 PE=3 SV=1,19,NaN,NaN,0,19,19
160,>tr|E7NLB3|E7NLB3_YEASO Tsa1p OS=Saccharomyces cerevisiae (strain FostersO) GN=FOSTERSO_3514 PE=4 SV=1,NaN,NaN,19,0,19,19
161,>sp|Q99383|HRP1_YEAST Nuclear polyadenylated RNA-binding protein 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HRP1 PE=1 SV=1,13,15,18,0,18,46
162,>sp|P38523|GRPE_YEAST GrpE protein homolog- mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MGE1 PE=1 SV=1,12,12,18,0,18,42
163,>sp|C8ZG55|MDG1_YEAS8 Signal transduction protein MDG1 OS=Saccharomyces cerevisiae (strain Lalvin EC1118 / Prise de mousse) GN=MDG1 PE=3 SV=1,18,17,NaN,0,18,35
164,>sp|P29509|TRXB1_YEAST Thioredoxin reductase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TRR1 PE=1 SV=3,18,10,6,0,18,34
165,>sp|Q00055|GPD1_YEAST Glycerol-3-phosphate dehydrogenase [NAD(+)] 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GPD1 PE=1 SV=4,11,18,5,0,18,34
166,>sp|P07149|FAS1_YEAST Fatty acid synthase subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FAS1 PE=1 SV=2,18,14,NaN,0,18,32
167,>sp|P32471|EF1B_YEAST Elongation factor 1-beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=EFB1 PE=1 SV=4,18,14,NaN,0,18,32
168,>sp|Q10740|LKHA4_YEAST Leukotriene A-4 hydrolase homolog OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LAP2 PE=1 SV=1,18,14,NaN,0,18,32
169,>sp|Q04279|SEG1_YEAST Eisosome protein SEG1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEG1 PE=1 SV=1,NaN,18,NaN,0,18,18
170,>tr|B3LKR7|B3LKR7_YEAS1 Leucine-tRNA ligase OS=Saccharomyces cerevisiae (strain RM11-1a) GN=SCRG_02336 PE=4 SV=1,NaN,18,NaN,0,18,18
171,>tr|B5VT57|B5VT57_YEAS6 YPL106Cp-like protein OS=Saccharomyces cerevisiae (strain AWRI1631) GN=AWRI1631_161560 PE=3 SV=1,NaN,NaN,18,0,18,18
172,>sp|P27692|SPT5_YEAST Transcription elongation factor SPT5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SPT5 PE=1 SV=1,15,16,17,0,17,48
173,>sp|P38853|KEL1_YEAST Kelch repeat-containing protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=KEL1 PE=1 SV=1,13,15,17,0,17,45
174,>sp|P40037|HMF1_YEAST Protein HMF1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HMF1 PE=1 SV=1,13,17,14,0,17,44
175,>sp|E7KS00|HRI1_YEASL Protein HRI1 OS=Saccharomyces cerevisiae (strain Lalvin QA23) GN=HRI1 PE=3 SV=1,11,13,17,0,17,41
176,>sp|Q03640|TCB3_YEAST Tricalbin-3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TCB3 PE=1 SV=1,17,14,10,0,17,41
177,>sp|P32454|APE2_YEAST Aminopeptidase 2- mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=APE2 PE=1 SV=4,17,12,5,0,17,34
178,>tr|C7GQN7|C7GQN7_YEAS2 Frs1p OS=Saccharomyces cerevisiae (strain JAY291) GN=FRS1 PE=4 SV=1,17,16,NaN,0,17,33
179,>sp|P20051|PYRC_YEAST Dihydroorotase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=URA4 PE=1 SV=2,17,11,4,0,17,32
180,>sp|P14922|CYC8_YEAST General transcriptional corepressor CYC8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CYC8 PE=1 SV=2,17,14,NaN,0,17,31
181,>sp|P15705|STI1_YEAST Heat shock protein STI1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=STI1 PE=1 SV=1,17,NaN,14,0,17,31
182,>sp|P06738|PHSG_YEAST Glycogen phosphorylase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GPH1 PE=1 SV=4,13,17,NaN,0,17,30
183,>sp|P32499|NUP2_YEAST Nucleoporin NUP2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NUP2 PE=1 SV=2,17,NaN,10,0,17,27
184,>tr|C7GVJ9|C7GVJ9_YEAS2 Abf1p OS=Saccharomyces cerevisiae (strain JAY291) GN=ABF1 PE=4 SV=1,NaN,NaN,17,0,17,17
185,>sp|Q12497|FMP16_YEAST Protein FMP16- mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FMP16 PE=1 SV=1,13,16,16,0,16,45
186,>sp|P00445|SODC_YEAST Superoxide dismutase [Cu-Zn] OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SOD1 PE=1 SV=2,14,16,14,0,16,44
187,>sp|P21538|REB1_YEAST DNA-binding protein REB1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=REB1 PE=1 SV=2,14,16,14,0,16,44
188,>sp|Q12513|TMA17_YEAST Translation machinery-associated protein 17 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TMA17 PE=1 SV=1,16,12,15,0,16,43
189,>sp|P40414|TPM2_YEAST Tropomyosin-2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TPM2 PE=1 SV=1,14,16,10,0,16,40
190,>sp|P39929|SNF7_YEAST Vacuolar-sorting protein SNF7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SNF7 PE=1 SV=1,12,16,9,0,16,37
191,>sp|P38013|AHP1_YEAST Peroxiredoxin type-2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AHP1 PE=1 SV=4,9,5,16,0,16,30
192,>sp|Q12329|HSP42_YEAST Heat shock protein 42 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HSP42 PE=1 SV=1,NaN,16,14,0,16,30
193,>sp|P10659|METK1_YEAST S-adenosylmethionine synthase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SAM1 PE=1 SV=2,12,16,NaN,0,16,28
194,>sp|Q06440|CORO_YEAST Coronin-like protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CRN1 PE=1 SV=1,16,11,NaN,0,16,27
195,>sp|C7GTE8|MDG1_YEAS2 Signal transduction protein MDG1 OS=Saccharomyces cerevisiae (strain JAY291) GN=MDG1 PE=3 SV=1,NaN,NaN,16,0,16,16
196,>tr|E7KHQ9|E7KHQ9_YEASA Mdm38p OS=Saccharomyces cerevisiae (strain AWRI796) GN=AWRI796_4386 PE=4 SV=1,NaN,16,NaN,0,16,16
197,>sp|P34223|UBX1_YEAST UBX domain-containing protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SHP1 PE=1 SV=1,13,15,14,0,15,42
198,>sp|P07806-2|SYV_YEAST Isoform Cytoplasmic of Valine--tRNA ligase- mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VAS1,13,13,15,0,15,41
199,>sp|P17709|HXKG_YEAST Glucokinase-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GLK1 PE=1 SV=1,14,12,15,0,15,41
200,>sp|P32521|PAN1_YEAST Actin cytoskeleton-regulatory complex protein PAN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PAN1 PE=1 SV=2,15,11,13,0,15,39
201,>sp|P47120|DOHH_YEAST Deoxyhypusine hydroxylase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LIA1 PE=1 SV=1,14,15,10,0,15,39
202,>sp|Q06177|TMA10_YEAST Translation machinery-associated protein 10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TMA10 PE=1 SV=3,11,15,12,0,15,38
203,>sp|P00431|CCPR_YEAST Cytochrome c peroxidase- mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CCP1 PE=1 SV=2,15,12,10,0,15,37
204,>sp|P47018|MTC1_YEAST Maintenance of telomere capping protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MTC1 PE=1 SV=1,9,15,12,0,15,36
205,>sp|P39936|IF4F2_YEAST Eukaryotic initiation factor 4F subunit p130 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TIF4632 PE=1 SV=1,13,15,4,0,15,32
206,>tr|N1P0L3|N1P0L3_YEASC Mlp1p OS=Saccharomyces cerevisiae (strain CEN.PK113-7D) GN=CENPK1137D_1108 PE=4 SV=1,15,NaN,13,0,15,28
207,>sp|P15873|PCNA_YEAST Proliferating cell nuclear antigen OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=POL30 PE=1 SV=1,15,10,2,0,15,27
208,>sp|P38115|ARA1_YEAST D-arabinose dehydrogenase [NAD(P)+] heavy chain OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARA1 PE=1 SV=1,15,12,NaN,0,15,27
209,>sp|Q05016|YM71_YEAST NADP-dependent 3-hydroxy acid dehydrogenase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YMR226C PE=1 SV=1,8,15,4,0,15,27
210,>tr|G2WL52|G2WL52_YEASK K7_Sis1p OS=Saccharomyces cerevisiae (strain Kyokai no. 7 / NBRC 101557) GN=K7_SIS1 PE=4 SV=1,15,NaN,12,0,15,27
211,>sp|P38088-2|SYG_YEAST Isoform Cytoplasmic of Glycine--tRNA ligase 1- mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GRS1,9,15,NaN,0,15,24
212,>sp|P38707|SYNC_YEAST Asparagine--tRNA ligase- cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DED81 PE=1 SV=1,15,NaN,7,0,15,22
213,>sp|P0CX57|YA11A_YEAST Transposon Ty1-A Gag polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TY1A-A PE=2 SV=1,15,2,NaN,0,15,17
214,>sp|P16521|EF3A_YEAST Elongation factor 3A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YEF3 PE=1 SV=4,15,NaN,NaN,0,15,15
215,>sp|P36114|YKR18_YEAST Mitochondrial outer membrane protein YKR018C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YKR018C PE=1 SV=1,NaN,15,NaN,0,15,15
216,>sp|P43638|MHP1_YEAST MAP-homologous protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MHP1 PE=1 SV=1,15,NaN,NaN,0,15,15
217,>tr|B3LJ81|B3LJ81_YEAS1 Heat shock protein STI1 OS=Saccharomyces cerevisiae (strain RM11-1a) GN=SCRG_01429 PE=4 SV=1,NaN,15,NaN,0,15,15
218,>tr|B3LPP5|B3LPP5_YEAS1 Protein SIS1 OS=Saccharomyces cerevisiae (strain RM11-1a) GN=SCRG_03147 PE=4 SV=1,NaN,15,NaN,0,15,15
219,>tr|C7GUM1|C7GUM1_YEAS2 Nup2p OS=Saccharomyces cerevisiae (strain JAY291) GN=NUP2 PE=4 SV=1,NaN,15,NaN,0,15,15
220,>tr|E7KR27|E7KR27_YEASL Tma19p OS=Saccharomyces cerevisiae (strain Lalvin QA23) GN=QA23_2899 PE=3 SV=1,15,NaN,NaN,0,15,15
221,>tr|G2WGX6|G2WGX6_YEASK K7_Mhp1p OS=Saccharomyces cerevisiae (strain Kyokai no. 7 / NBRC 101557) GN=K7_MHP1 PE=4 SV=1,NaN,15,NaN,0,15,15
222,>sp|P06101|CDC37_YEAST Hsp90 co-chaperone Cdc37 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CDC37 PE=1 SV=2,14,13,13,0,14,40
223,>sp|Q08926|UIP4_YEAST ULP1-interacting protein 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=UIP4 PE=1 SV=1,13,14,12,0,14,39
224,>sp|P16550|APA1_YEAST Protein APA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=APA1 PE=1 SV=4,9,14,14,0,14,37
225,>sp|Q06523|YP148_YEAST Uncharacterized protein YPR148C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPR148C PE=1 SV=1,11,11,14,0,14,36
226,>sp|Q04432|HSP31_YEAST Glutathione-independent glyoxalase HSP31 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HSP31 PE=1 SV=1,12,9,14,0,14,35
227,>sp|P16965|STF2_YEAST ATPase-stabilizing factor 15 kDa protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=STF2 PE=1 SV=2,11,9,14,0,14,34
228,>sp|P34167|IF4B_YEAST Eukaryotic translation initiation factor 4B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TIF3 PE=1 SV=1,13,14,7,0,14,34
229,>sp|P38804|SDO1L_YEAST Restriction of telomere capping protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RTC3 PE=1 SV=1,11,14,9,0,14,34
230,>sp|P38934|BFR1_YEAST Nuclear segregation protein BFR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BFR1 PE=1 SV=1,14,11,9,0,14,34
231,>sp|P37898|AAP1_YEAST Alanine/arginine aminopeptidase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AAP1 PE=1 SV=2,14,12,7,0,14,33
232,>sp|P07260|IF4E_YEAST Eukaryotic translation initiation factor 4E OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CDC33 PE=1 SV=1,12,14,6,0,14,32
233,>sp|P17423|KHSE_YEAST Homoserine kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=THR1 PE=1 SV=4,14,10,8,0,14,32
234,>sp|P46683|YAR1_YEAST Ankyrin repeat-containing protein YAR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YAR1 PE=1 SV=1,14,12,6,0,14,32
235,>sp|P00358|G3P2_YEAST Glyceraldehyde-3-phosphate dehydrogenase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TDH2 PE=1 SV=3,14,14,3,0,14,31
236,>sp|P21734|UBC1_YEAST Ubiquitin-conjugating enzyme E2 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=UBC1 PE=1 SV=1,9,14,8,0,14,31
237,>sp|P25623|SYP1_YEAST Suppressor of yeast profilin deletion OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SYP1 PE=1 SV=3,14,9,8,0,14,31
238,>sp|P32775|GLGB_YEAST 1-4-alpha-glucan-branching enzyme OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GLC3 PE=1 SV=2,14,9,4,0,14,27
239,>sp|P04802|SYDC_YEAST Aspartate--tRNA ligase- cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DPS1 PE=1 SV=3,9,14,3,0,14,26
240,>sp|Q12019|MDN1_YEAST Midasin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MDN1 PE=1 SV=1,14,12,NaN,0,14,26
241,>sp|P38249|EIF3A_YEAST Eukaryotic translation initiation factor 3 subunit A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPG1 PE=1 SV=1,NaN,11,14,0,14,25
242,>sp|P37370|VRP1_YEAST Verprolin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VRP1 PE=1 SV=2,NaN,10,14,0,14,24
243,>sp|P23776|EXG1_YEAST Glucan 1-3-beta-glucosidase I/II OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=EXG1 PE=1 SV=1,14,8,NaN,0,14,22
244,>tr|B5VFH1|B5VFH1_YEAS6 YDL099Wp-like protein OS=Saccharomyces cerevisiae (strain AWRI1631) GN=AWRI1631_41420 PE=4 SV=1,NaN,6,14,0,14,20
245,>sp|P14164|ABF1_YEAST ARS-binding factor 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ABF1 PE=1 SV=4,NaN,14,NaN,0,14,14
246,>sp|P49090|ASNS2_YEAST Asparagine synthetase [glutamine-hydrolyzing] 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ASN2 PE=1 SV=2,NaN,NaN,14,0,14,14
247,>sp|Q12191|BUG1_YEAST Binder of USO1 and GRH1 protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BUG1 PE=1 SV=1,14,NaN,NaN,0,14,14
248,>tr|A6ZTU7|A6ZTU7_YEAS7 Restores tbp function OS=Saccharomyces cerevisiae (strain YJM789) GN=RTF1 PE=4 SV=1,NaN,14,NaN,0,14,14
249,>tr|A7A110|A7A110_YEAS7 Midasin OS=Saccharomyces cerevisiae (strain YJM789) GN=MDN1 PE=3 SV=1,NaN,NaN,14,0,14,14
250,>tr|C8Z6B9|C8Z6B9_YEAS8 Tfp1p OS=Saccharomyces cerevisiae (strain Lalvin EC1118 / Prise de mousse) GN=EC1118_1D0_0232g PE=4 SV=1,14,NaN,NaN,0,14,14
251,>tr|C8ZDM2|C8ZDM2_YEAS8 Hsp60p OS=Saccharomyces cerevisiae (strain Lalvin EC1118 / Prise de mousse) GN=EC1118_1L7_1079g PE=3 SV=1,NaN,NaN,14,0,14,14
252,>tr|N1P9R8|N1P9R8_YEASC Sla1p OS=Saccharomyces cerevisiae (strain CEN.PK113-7D) GN=CENPK1137D_4920 PE=4 SV=1,NaN,NaN,14,0,14,14
253,>sp|P39730|IF2P_YEAST Eukaryotic translation initiation factor 5B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FUN12 PE=1 SV=2,11,13,13,0,13,37
254,>sp|P38764|RPN1_YEAST 26S proteasome regulatory subunit RPN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPN1 PE=1 SV=3,12,9,13,0,13,34
255,>sp|P32481|IF2G_YEAST Eukaryotic translation initiation factor 2 subunit gamma OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GCD11 PE=1 SV=1,13,11,9,0,13,33
256,>sp|P32590|HSP79_YEAST Heat shock protein homolog SSE2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SSE2 PE=1 SV=3,13,13,7,0,13,33
257,>sp|P40075|SCS2_YEAST Vesicle-associated membrane protein-associated protein SCS2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SCS2 PE=1 SV=3,13,11,9,0,13,33
258,>sp|P04037|COX4_YEAST Cytochrome c oxidase subunit 4- mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=COX4 PE=1 SV=1,11,13,8,0,13,32
259,>sp|B3LRI4|RGI1_YEAS1 Respiratory growth induced protein 1 OS=Saccharomyces cerevisiae (strain RM11-1a) GN=RGI1 PE=3 SV=1,13,13,5,0,13,31
260,>sp|P0CX53|RL12A_YEAST 60S ribosomal protein L12-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL12A PE=1 SV=1,11,13,7,0,13,31
261,>sp|Q04344|HNT1_YEAST Hit family protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HNT1 PE=1 SV=2,8,13,10,0,13,31
262,>tr|E7LYL6|E7LYL6_YEASV YML079W-like protein OS=Saccharomyces cerevisiae (strain VIN 13) GN=VIN13_3521 PE=4 SV=1,11,7,13,0,13,31
263,>sp|P06168|ILV5_YEAST Ketol-acid reductoisomerase- mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ILV5 PE=1 SV=1,8,8,13,0,13,29
264,>sp|P08417|FUMH_YEAST Fumarate hydratase- mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FUM1 PE=1 SV=2,12,13,4,0,13,29
265,>sp|P60010|ACT_YEAST Actin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ACT1 PE=1 SV=1,13,11,4,0,13,28
266,>sp|P06105|SC160_YEAST Protein SCP160 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SCP160 PE=1 SV=3,13,NaN,11,0,13,24
267,>sp|P35691|TCTP_YEAST Translationally-controlled tumor protein homolog OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TMA19 PE=1 SV=1,NaN,13,10,0,13,23
268,>sp|P25631|YCU1_YEAST Ankyrin repeat-containing protein YCR051W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YCR051W PE=1 SV=1,NaN,13,9,0,13,22
269,>sp|Q08225|DPP3_YEAST Probable dipeptidyl peptidase 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YOL057W PE=1 SV=1,13,NaN,6,0,13,19
270,>sp|P53741|BRE5_YEAST UBP3-associated protein BRE5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BRE5 PE=1 SV=1,NaN,13,NaN,0,13,13
271,>sp|Q07418|PEX19_YEAST Peroxisomal membrane protein import receptor PEX19 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PEX19 PE=1 SV=2,NaN,NaN,13,0,13,13
272,>tr|B3LUU2|B3LUU2_YEAS1 Translation elongation factor EF-1beta OS=Saccharomyces cerevisiae (strain RM11-1a) GN=SCRG_05638 PE=3 SV=1,NaN,NaN,13,0,13,13
273,>tr|E7QC59|E7QC59_YEASZ YCR051W-like protein OS=Saccharomyces cerevisiae (strain Zymaflore VL3) GN=VL3_0512 PE=4 SV=1,13,NaN,NaN,0,13,13
274,>tr|N1P142|N1P142_YEASC Cbf1p OS=Saccharomyces cerevisiae (strain CEN.PK113-7D) GN=CENPK1137D_1353 PE=4 SV=1,NaN,NaN,13,0,13,13
275,>sp|P07274|PROF_YEAST Profilin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PFY1 PE=1 SV=2,12,12,8,0,12,32
276,>sp|P38351|PAF1_YEAST RNA polymerase II-associated protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PAF1 PE=1 SV=1,12,8,10,0,12,30
277,>sp|A6ZQJ1|IF4A_YEAS7 ATP-dependent RNA helicase eIF4A OS=Saccharomyces cerevisiae (strain YJM789) GN=TIF1 PE=3 SV=1,12,11,6,0,12,29
278,>sp|Q12344|GYP5_YEAST GTPase-activating protein GYP5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GYP5 PE=1 SV=1,12,10,7,0,12,29
279,>sp|P53691|PPID_YEAST Peptidyl-prolyl cis-trans isomerase CPR6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CPR6 PE=1 SV=1,8,12,8,0,12,28
280,>sp|P11986|INO1_YEAST Inositol-3-phosphate synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=INO1 PE=1 SV=3,12,9,5,0,12,26
281,>sp|P13663|DHAS_YEAST Aspartate-semialdehyde dehydrogenase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HOM2 PE=1 SV=1,12,6,8,0,12,26
282,>sp|P28241|IDH2_YEAST Isocitrate dehydrogenase [NAD] subunit 2- mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=IDH2 PE=1 SV=1,9,5,12,0,12,26
283,>sp|P22137|CLH_YEAST Clathrin heavy chain OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CHC1 PE=1 SV=1,12,11,2,0,12,25
284,>sp|P38011|GBLP_YEAST Guanine nucleotide-binding protein subunit beta-like protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ASC1 PE=1 SV=4,12,11,NaN,0,12,23
285,>tr|B3LGN7|B3LGN7_YEAS1 Protein HEX2 OS=Saccharomyces cerevisiae (strain RM11-1a) GN=SCRG_00483 PE=4 SV=1,NaN,12,11,0,12,23
