,Accession Number,Particle Size,Particle Charge,Solvent Conditions,Average Predicted Value,True Value,% Error Difference,Min,Max,Standard Deviation
157,P31787,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.003996950728888902,0.00277,0.44294250140393593,0.0017382417595238132,0.005279905308571466,0.0010715214718882238
158,P09938,10 nm,Positive,10 mM NaPi pH 7.4,0.0011647131716158725,0.00117,0.00451865673857054,0.0006961533663809463,0.0014355568736190412,0.00025621873791038086
159,P21954,10 nm,Negative,10 mM NaPi pH 7.4,0.0006363046392559156,0.000268,1.374271041999685,0.0004142773092539672,0.0006870972550476188,9.193157964168884e-05
160,P0CX41,10 nm,Negative,10 mM NaPi pH 7.4,0.0013241373004126975,0.00112,0.18226544679705145,0.001021255951904765,0.001577729928031739,0.00016274066725398194
161,P0CX41,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0013136291355337396,0.000871,0.5081850006127894,0.001171509141015864,0.0015445459703463044,0.00013725630580507786
162,P06634,10 nm,Negative,10 mM NaPi pH 7.4,0.0004894806637113974,0.000484,0.011323685354126862,0.00016609877692063576,0.0006497678564761867,0.00020337689570986572
163,P46672,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0007015753393076875,0.000415,0.6905429862835842,0.0006079851639047559,0.0008148605088571411,7.868329608737085e-05
164,Q03195,100 nm,Negative,10 mM NaPi pH 7.4,0.0006084580876850779,0.000307,0.9819481683553029,0.0004494925537904739,0.000887461953152382,0.00018257828567227517
165,P53090,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0009718548064935077,0.000707,0.3746178309667719,0.0008207227790190478,0.0014399978027301572,0.0001617820483709978
166,P00830,10 nm,Negative,10 mM NaPi pH 7.4,0.00041002901101927627,0.00109,0.6238265953951594,0.00024200998241269902,0.0005849701067619076,8.918923101405708e-05
167,P06787,10 nm,Positive,10 mM NaPi pH 7.4,0.001130809114605823,0.000175,5.461766369176131,0.0009910481533333395,0.001304764798476194,9.57242486871763e-05
168,P06787,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0014412666573528122,0.00139,0.03688248730418149,0.001234712852380951,0.002176130985619048,0.00028539525460078406
169,P06787,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0015721800964116014,0.00084,0.8716429719185731,0.0013158456319913264,0.002098632970857136,0.00026766447768651597
170,O14467,100 nm,Negative,10 mM NaPi pH 7.4,0.004406149152752774,0.00184,1.3946462786699856,0.003722406825275601,0.005031103096285731,0.0003480635321927301
171,P38701,10 nm,Negative,10 mM NaPi pH 7.4,0.002139410059075828,0.00284,0.24668659891696199,0.0020051638294920596,0.0023282324828571353,0.00012021771882734695
172,P40185,10 nm,Positive,10 mM NaPi pH 7.4,0.004998796398526453,0.00433,0.15445644307770284,0.003980686607809496,0.006474390575238099,0.0006373810853172627
173,P40185,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.004269858094078123,0.00572,0.25352131222410434,0.003563856017142835,0.005290708655238075,0.0005489038920249502
174,P29547,100 nm,Negative,10 mM NaPi pH 7.4,0.0004057047933904781,0.000673,0.3971696977853223,0.00038055387019047854,0.0004375038050158749,1.6989080985371522e-05
175,P26785,10 nm,Positive,10 mM NaPi pH 7.4,0.002327078451457262,0.000462,4.036966345145589,0.0020711167523809345,0.0027290419368254,0.00021762733006889888
176,P42943,100 nm,Negative,10 mM NaPi pH 7.4,0.00047898978058571394,0.00022,1.1772262753896088,0.0003623006086666668,0.0007307244860984102,0.00011242556795128651
177,P38708,100 nm,Negative,10 mM NaPi pH 7.4,0.0002187035976948862,0.000215,0.017226035790168407,0.00016141314988888983,0.00025284053060317457,3.0281845116969675e-05
178,P38708,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.00013377951419781456,0.000122,0.09655339506405376,0.00011003329912063583,0.00016212060290476382,1.316310530567162e-05
179,P02293,10 nm,Positive,10 mM NaPi pH 7.4,0.0016112865465376265,0.0034,0.5260921921948157,0.0014634048614285814,0.0018125815519047595,0.00011325990981157624
180,P02293,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0018438527704689727,0.0017,0.08461927674645459,0.0017544160333333306,0.001936366035873018,9.689715173399549e-05
181,P27476,100 nm,Negative,10 mM NaPi pH 7.4,0.000599227586349207,0.000493,0.2154717775845984,0.0004735692732063465,0.0007337492187936415,6.804001834553958e-05
182,P32497,100 nm,Negative,10 mM NaPi pH 7.4,6.733873191148487e-05,6.48e-05,0.03917796159698865,3.721875728571427e-05,8.717090042539727e-05,1.6055181367967592e-05
183,P32497,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,9.159572290657657e-05,1.48e-05,5.188900196390308,7.63116291587305e-05,9.618055975238174e-05,7.039137418985529e-06
184,P06367,100 nm,Negative,10 mM NaPi pH 7.4,0.0027644910097200277,0.00387,0.2856612377984425,0.0018369761204762038,0.0033724966695237667,0.00039670371016412915
185,P06367,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.001736688537446426,0.000173,9.038662066164312,0.0014237964765714305,0.002054748528285699,0.00022717700733458182
186,P31539,100 nm,Negative,10 mM NaPi pH 7.4,0.00031813836657768204,0.000194,0.639888487513825,0.00018275569293506438,0.0007830793881714302,0.00022645921266821982
187,P15624,100 nm,Negative,10 mM NaPi pH 7.4,0.0004559494585658693,0.000246,0.8534530836010945,0.00039217630695238055,0.0005039089299682485,3.300488006581587e-05
188,P48836,10 nm,Negative,10 mM NaPi pH 7.4,0.0025147803984821456,0.00446,0.43614789271700777,0.002264290398095236,0.0028791273088888906,0.00023229527690653767
189,P23542,100 nm,Negative,10 mM NaPi pH 7.4,0.0007510125700005316,0.000951,0.2102917244999668,0.0005211086251238102,0.0008376708577142822,9.253850341913888e-05
190,P32316,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0007330876414187583,0.00198,0.6297537164551726,0.00044486084746320263,0.0009441658599047635,0.00014737214968487097
191,P29509,10 nm,Negative,10 mM NaPi pH 7.4,0.0010963562410811222,0.000917,0.195590230186611,0.0008743726585079333,0.0012197307866825284,0.00010874644864772499
192,P53252,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0008651708697231707,0.000151,4.7296084087627195,0.0005996001433333359,0.001104761147238105,0.00018304005005040193
193,P46367,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0003461042308388152,6.7e-05,4.165734788639033,0.00014080431420952346,0.000419889800520633,0.00010267405053029124
194,P39676,100 nm,Negative,10 mM NaPi pH 7.4,0.0006387023718730134,0.000726,0.12024466684157932,0.000613524287809522,0.0006721435107619017,2.0229030137432537e-05
195,P32499,10 nm,Negative,10 mM NaPi pH 7.4,0.00021942559613022408,0.000388,0.4344701130664328,0.0001949485683047631,0.000237663803346322,1.5304731016951156e-05
196,P07262,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0009832265111507975,0.00114,0.13752060425368637,0.0007342811961269907,0.001077295682857145,8.140366095436541e-05
197,Q07653,100 nm,Negative,10 mM NaPi pH 7.4,0.0013467681948680513,6.35e-05,20.208947950677974,0.0007166866316190521,0.0017694948462886049,0.00035708469367420106
198,Q3E764,10 nm,Negative,10 mM NaPi pH 7.4,0.002452459754576723,0.00198,0.23861603766501155,0.0018043725720634917,0.003321145103174608,0.0004366126389861839
199,Q3E764,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.003237046343949592,0.00187,0.7310408256414931,0.002302949892380965,0.0061879959161905,0.0010030545732396582
200,P16547,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0019793969028190387,0.00154,0.28532266416820706,0.0018204768384761866,0.0026459445933333116,0.00024322396106943124
201,P07263,10 nm,Positive,10 mM NaPi pH 7.4,0.00047117803990194464,0.000117,3.027162734204655,0.00036615510270476495,0.0005390682975238145,5.150230424757665e-05
202,P07263,10 nm,Negative,10 mM NaPi pH 7.4,0.0002741416015142864,0.000326,0.1590748419807166,0.0001871962186190461,0.000394342105238098,8.656373922109116e-05
203,P37012,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0010058892506835792,0.00262,0.6160728050826033,0.0007562952420000063,0.0012535333193030198,0.00017829231433407822
204,P38788,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.00021123549137518028,0.000216,0.022057910300091244,0.00017638546057142807,0.0002568612039682542,2.360053877713549e-05
205,P25375,10 nm,Negative,10 mM NaPi pH 7.4,8.950780205213046e-05,1.8e-05,3.972655669562803,6.325128731111095e-05,0.0001366918401428576,2.489695309838896e-05
206,Q03048,10 nm,Positive,10 mM NaPi pH 7.4,0.0037155150302135512,0.00415,0.10469517344251779,0.003082015561428567,0.004024244061333327,0.0002906550178133284
207,Q03048,10 nm,Negative,10 mM NaPi pH 7.4,0.0035542819758361483,0.00489,0.27315297017665685,0.0031997836749206735,0.0037487087560173207,0.00021148562959644456
208,Q03558,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.000487458188673965,0.000802,0.3921967722269763,0.0003222113689841275,0.0006249707023619006,0.00012739691787427246
209,P38910,10 nm,Negative,10 mM NaPi pH 7.4,0.0037144036874955694,0.00288,0.2897235026026282,0.0032726705203174264,0.0042537036752381035,0.0002647921466280105
210,Q12019,100 nm,Negative,10 mM NaPi pH 7.4,5.038821295079359e-05,4.65e-06,9.836174828127653,3.888748248571402e-05,7.754287304285696e-05,1.0737944498771988e-05
211,Q12019,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,4.2409116244889115e-05,1.5e-05,1.8272744163259411,2.563587329047648e-05,7.420531618253923e-05,1.551166951312755e-05
212,Q07551,10 nm,Negative,10 mM NaPi pH 7.4,0.0016838593341216988,0.000448,2.7586145850930777,0.001014774905587302,0.0029646577997619024,0.0006626730998974557
213,Q12305,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.001957790371202385,0.00257,0.23821386334537548,0.0016971215290476121,0.0021880796356190464,0.000155470600508568
214,P00445,10 nm,Positive,10 mM NaPi pH 7.4,0.007187670370125698,0.00257,1.7967588988815948,0.005235399892539745,0.01084268943571427,0.001975048597911228
215,P37302,10 nm,Negative,10 mM NaPi pH 7.4,0.0002689303752226764,9.49e-05,1.8338290329049145,0.00018411337917777763,0.0003605150653333358,6.800414471318455e-05
216,P37302,100 nm,Negative,10 mM NaPi pH 7.4,0.0002730244522768405,0.000146,0.8700304950468528,0.00017886443523809617,0.00040404358895238115,7.025823935116926e-05
217,P37302,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.00025549859854285796,9.78e-05,1.6124601078001837,0.00019149190723809437,0.00043665124123809767,7.563959319328743e-05
218,Q01560,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0006778104691798957,0.0007,0.031699329743006106,0.0005601083934920627,0.0007621120889523849,8.745866909064601e-05
219,Q01560,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0007150866130578239,0.00038,0.8818068764679575,0.0005507972666666665,0.0007774173071111139,6.377016207275285e-05
220,P05318,10 nm,Positive,10 mM NaPi pH 7.4,0.014024211697590664,0.00393,2.568501704221543,0.006809904013015805,0.021720587568031496,0.005583288717665183
221,P05318,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0029259438250396914,0.00327,0.1052159556453543,0.0025223490971428555,0.003817139721269843,0.0004133879350975943
222,Q04439,10 nm,Positive,10 mM NaPi pH 7.4,6.151612533690463e-05,2.09e-05,1.9433552792777335,4.4700012466666434e-05,0.00012196350406031749,2.4983554945284886e-05
223,Q04439,100 nm,Negative,10 mM NaPi pH 7.4,9.976965461497968e-05,3.27e-05,2.0510597741584,5.530921483492063e-05,0.00020641940731428492,3.371945662052544e-05
224,P06103,100 nm,Negative,10 mM NaPi pH 7.4,0.00013576027878492054,0.000135,0.005631694703115083,7.791318253333316e-05,0.00022073190645714304,4.799123290288549e-05
225,P15454,10 nm,Negative,10 mM NaPi pH 7.4,0.0007754018863544937,0.00224,0.6538384435917438,0.0007083006274603182,0.0008753174619047538,7.1996281010477e-05
226,P36049,100 nm,Negative,10 mM NaPi pH 7.4,0.0004752376197024957,6.22e-05,6.640476201004755,0.0003901602159999987,0.0006557503175238145,7.264235386887894e-05
227,P28272,100 nm,Negative,10 mM NaPi pH 7.4,0.0023914672121638034,0.000951,1.5146868687316544,0.0018296538198412631,0.004798891814476186,0.0008632972733266277
228,P32449,100 nm,Negative,10 mM NaPi pH 7.4,0.0010001859067809594,0.000713,0.4027852830027481,0.0008470563545714323,0.0012543846816825343,8.611395943561343e-05
229,P47176,10 nm,Negative,10 mM NaPi pH 7.4,0.0003514536553124103,0.000304,0.15609755036977063,0.0002511193087142858,0.00044432624324762103,9.44239837401133e-05
230,Q02486,10 nm,Negative,10 mM NaPi pH 7.4,0.0015467168028200971,0.000833,0.8568028845379319,0.001437971273015868,0.0016711698385714212,9.83895002860735e-05
231,P38115,10 nm,Negative,10 mM NaPi pH 7.4,0.0008949758973333272,0.000591,0.5143416198533454,0.0008413605543174512,0.0009800496166031745,4.147354996356465e-05
232,P38115,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0008631275769977253,0.000973,0.11292129804961429,0.0008324388718095161,0.0009326044474285626,3.507217891165114e-05
233,P38115,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0008511400084620747,0.00108,0.21190739957215307,0.000758304528666661,0.000896818566857135,4.8425158812472035e-05
234,P34223,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0004993323459087285,0.000127,2.931750755186839,0.00045863029907936275,0.0005434895739047601,2.9776000886013604e-05
235,P34223,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.00046429043891269695,0.000537,0.13539955509739868,0.0004423659229523792,0.0005158548166666666,2.9537320646792055e-05
236,P09064,100 nm,Negative,10 mM NaPi pH 7.4,0.0008013277640944519,0.000202,2.9669691291804545,0.000674361249714284,0.0009415253563492136,9.060885356329427e-05
237,P05739,100 nm,Negative,10 mM NaPi pH 7.4,0.004514152810415559,0.00454,0.005693213564854819,0.00418231781047617,0.004785878295238081,0.00018003981030025834
238,P33399,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0007276421411721609,0.000529,0.3755049927640094,0.000526908659714286,0.000984746352222217,0.00011623324787827236
239,Q08225,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,7.702277568365985e-05,7.58e-05,0.016131605325327848,6.615612724761898e-05,9.080071376190456e-05,6.778677528929e-06
240,P38075,100 nm,Negative,10 mM NaPi pH 7.4,0.0008833530519913463,0.000929,0.049135573744514285,0.0008033011513015882,0.0009573795186349264,4.5561581724352363e-05
241,P32327,10 nm,Positive,10 mM NaPi pH 7.4,0.0005511438687868162,0.000122,3.5175726949739032,0.00037910532421905256,0.0010897507249777794,0.00021505746139853296
242,P32327,100 nm,Negative,10 mM NaPi pH 7.4,0.000527328273645155,0.00021,1.511087017357881,0.0003394915512063493,0.0010747858300380966,0.00023089345358625978
243,P26786,100 nm,Negative,10 mM NaPi pH 7.4,0.003041303074082242,0.00402,0.24345694674571094,0.0023516283168571435,0.003486692374285693,0.0003215441467724965
244,P21576,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.00021494403966172725,1.82e-05,10.810112069325674,0.00020141946616190415,0.00023525127419047492,9.720041174438059e-06
245,P13298,10 nm,Negative,10 mM NaPi pH 7.4,0.0008965374998560841,0.000956,0.06219926793296642,0.0007785542296190437,0.0011343489904761962,0.00012991600606336725
246,P13298,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0010510963957025196,0.000597,0.7606304785636845,0.0008832140125714273,0.0012178827554285775,0.00012465521224942414
247,P38912,10 nm,Negative,10 mM NaPi pH 7.4,0.002876203634025399,0.00275,0.045892230554690584,0.0022350799785714353,0.0033796136514285665,0.00044026145016981
248,P50095,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0006840605760805819,0.000237,1.8863315446438056,0.0005698890407301593,0.0009462337414285613,0.00010749443256738547
249,P38697,10 nm,Negative,10 mM NaPi pH 7.4,0.0008544291768777761,0.000486,0.758084726085959,0.0007920578880253932,0.000906091139238092,3.21280033354866e-05
250,P26784,100 nm,Negative,10 mM NaPi pH 7.4,0.004021396010184115,0.00284,0.4159845106282094,0.0037688611563809517,0.004369745196761874,0.00019559378656988275
251,P45978,10 nm,Negative,10 mM NaPi pH 7.4,0.0002265066258393454,0.0004,0.43373343540163656,0.00021952319497835421,0.00023167892952380927,3.764572024773836e-06
252,P22217,10 nm,Negative,10 mM NaPi pH 7.4,0.0031586127103968185,0.00185,0.7073582218361181,0.002579505912380958,0.0036794936476507844,0.00036449867968115515
253,P22217,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.004034937586928565,0.00444,0.09123027321428716,0.003515561470476183,0.00453764790952381,0.000308647227678057
254,P25719,10 nm,Negative,10 mM NaPi pH 7.4,0.005308407728644646,0.00308,0.7235090028067033,0.004777635091841241,0.006384860545714283,0.0005493191478109073
255,P25719,100 nm,Negative,10 mM NaPi pH 7.4,0.004786997158559899,0.00239,1.0029276814058152,0.004285671954603192,0.005975279966000009,0.00047125716341834124
256,P25719,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.004893121323784786,0.00755,0.3519044604258562,0.0040786759971428235,0.0057367549485713805,0.0004818020515426648
257,P41920,100 nm,Negative,10 mM NaPi pH 7.4,0.0014881024711769358,0.000357,3.16835426099982,0.0007530831862539645,0.004433466718031767,0.0012982630782031738
258,P39533,100 nm,Negative,10 mM NaPi pH 7.4,0.0001525299848645496,5.5e-05,1.7732724520827199,0.0001046968205174598,0.00023271777666983935,5.1114753516827065e-05
259,P38845,10 nm,Negative,10 mM NaPi pH 7.4,0.0005886719071984116,0.000163,2.611484093241789,0.0003782856541269851,0.0007413166346666603,0.0001351214911750155
260,P38845,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.000513826524761905,0.000565,0.09057252254530075,0.0003569365749841303,0.0007168761245714291,0.0001291739759914949
261,P38845,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.000542953100019047,0.000497,0.09246096583309238,0.00034144250212698654,0.0007064864173333344,0.00010707761741219382
262,P00815,10 nm,Negative,10 mM NaPi pH 7.4,0.00027823445496265184,0.000223,0.24768813884597238,0.000214180268066667,0.0003431090428571428,4.03029423667014e-05
263,Q03161,10 nm,Negative,10 mM NaPi pH 7.4,0.0008707498765756314,0.000514,0.6940659077346913,0.0006595823316825446,0.0011695887368571422,0.00015807613067665995
264,P52553,100 nm,Negative,10 mM NaPi pH 7.4,0.0008233464747936462,0.0002,3.116732373968231,0.0007801090367936458,0.0009684903936190445,5.4550782831403445e-05
265,P40037,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.004549037984863571,0.00958,0.5251526111833433,0.003797988931428575,0.005628534328571457,0.0006700021778194583
266,P40037,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.00630092432852381,0.00907,0.30530051504698896,0.004680225875238097,0.007579351993333309,0.0010233036674373787
267,P38219,10 nm,Negative,10 mM NaPi pH 7.4,0.000555548649263894,0.000323,0.7199648584021485,0.0004453337173746032,0.0006224907126666734,5.1205301739559644e-05
268,O14455,100 nm,Negative,10 mM NaPi pH 7.4,0.008429803770920593,0.0126,0.3309679546888419,0.007861108725396838,0.008905024663047554,0.00034980992973654526
269,O14455,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.007246661964253678,0.00895,0.1903170989660694,0.006856259656190471,0.00788791064253972,0.0003084270606532332
270,P38248,10 nm,Positive,10 mM NaPi pH 7.4,0.000400947912894842,0.000273,0.4686736736074797,0.000304167474095237,0.0005171916746666669,7.792926368621566e-05
271,P38248,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0002721370774586679,0.00023,0.18320468460290382,0.00022352422361904712,0.0003568289773997101,4.135731538091624e-05
272,P06106,10 nm,Positive,10 mM NaPi pH 7.4,0.0002354999939123799,0.000737,0.6804613379750611,0.00019550211800000114,0.00029909186971428255,3.288412423120643e-05
273,P10622,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.002175025729756151,0.00139,0.564766712054785,0.0019393181736796607,0.002571711070698453,0.0002477617284862962
